transID;corridorID;corridorName;tapInStops;tapInStopsName;tapInStopsLat;tapInStopsLon;tapInTime;tapOutStops;tapOutStopsName;tapOutStopsLat;tapOutStopsLon;tapOutTime
ACGS733B4Z60EW;T11    ;Poris Plawad - Bundaran Senayan           ;P00206 ;RS Harapan Kita Arah Utara      ;-6.184489;106.79674;4/7/2023 6:40;B05720P;Term. Poris Plawad         ;-6.172859;106.66501;4/7/2023 7:14
OCTV688O8Y85WZ;JAK.16 ;Cililitan - Condet                        ;B02144P;Lippo Mall Kramat Jati          ;-6.270835;106.86741;4/7/2023 6:59;B01393P;Jln. Mesjid Al Mabruk      ;-6.28435;106.85293;4/7/2023 7:33
NKAC472G9Q60II;6V     ;Ragunan - Gelora Bung Karno               ;P00259 ;Tirtayasa                       ;-6.239207;106.80777;4/7/2023 5:15;P00133 ;Masjid Agung               ;-6.236483;106.79845;4/7/2023 5:56
HXOS235N0G80OX;;Kampung Melayu - Pulo Gebang via BKT      ;B02335P;Masjid Jami At Taqwa 2          ;-6.229704;106.8962;4/7/2023 6:06;B05256P;SMAN 100                   ;-6.228401;106.88494;4/7/2023 6:51
BEWY507C8M05ID;JAK.02 ;Kampung Melayu - Duren Sawit              ;;Simpang Pahlawan Revolusi 1     ;-6.238658;106.899461;4/7/2023 6:02;B03135P;RS Duren Sawit 2           ;-6.232262;106.91019;4/7/2023 6:36
ZSVT538Z0S61QV;11     ;Pulo Gebang - Matraman                    ;P00233 ;St. Jatinegara 2                ;-6.215601;106.86805;4/7/2023 5:01;P00086 ;Jatinegara RS Premier      ;-6.221412;106.86807;4/7/2023 5:43
WMYM862M4L66QD;1C     ;Pesanggrahan - Blok M                     ;B05833P;Univ. Moestopo Bintaro          ;-6.258469;106.76529;4/7/2023 6:00;B00147P;Bintaro Park VIew          ;-6.257977;106.75969;4/7/2023 6:23
IPOS862A8E59ZJ;3B     ;Rusun Flamboyan - Cengkareng              ;B06299P;Jln. Kayu Besar Dalam           ;-6.122739;106.73129;4/7/2023 5:15;;Mall Taman Palem 3         ;-6.140548;106.73011;4/7/2023 5:52
QMZN766Q9C26KB;R1A    ;Pantai Maju - Kota                        ;B06040P;Pantai Maju                     ;-6.093637;106.75068;4/7/2023 6:46;B03322P;SD Diakonia 1              ;-6.112155;106.7893;4/7/2023 7:43
UODF805K7X38TA;M1     ;Blok M - Kota                             ;P00183 ;Polda Metro Jaya                ;-6.221094;106.81028;4/7/2023 6:17;P00104 ;Karet Sudirman             ;-6.212457;106.82003;4/7/2023 6:53
XNPM433A8R12DU;JAK.46 ;Pasar Minggu - Jagakarsa                  ;B00001P;18 Office Park                  ;-6.299146;106.8321;4/7/2023 6:31;B00536P;Gg. Puskesmas Kebagusan Ray;-6.296645;106.8273;4/7/2023 6:59
TZUS014O1N31OO;7E     ;Kampung Rambutan - Ragunan                ;B02831P;Phe Tower Kebagusan             ;-6.299876;106.83323;4/7/2023 5:18;B02868P;Plaza Oleos                ;-6.29771;106.82965;4/7/2023 5:51
LKIL876B7K95EM;1P     ;Senen - Blok M                            ;B00102P;Balai Kota 1                    ;-6.180598;106.82847;4/7/2023 6:27;B00221P;Bundaran Senayan 1         ;-6.227445;106.80187;4/7/2023 6:57
FSVF569F2S92WS;7D     ;Pancoran - Kampung Rambutan               ;P00039 ;Cikoko Stasiun Cawang Arah Barat;-6.243359;106.85815;4/7/2023 6:49;P00145 ;Pancoran Tugu Arah Barat   ;-6.2433;106.84388;4/7/2023 7:31
DPDP556B0X92BC;6H     ;Senen - Lebak Bulus                       ;P00128 ;Lebak Bulus                     ;-6.289413;106.77415;4/7/2023 5:56;P00121 ;Kuningan Timur             ;-6.234731;106.82902;4/7/2023 6:22
NHIG666J1N44EW;14     ;Jakarta International Stadium - Senen     ;B01311P;Jln. Kwitang Timur              ;-6.173788;106.85185;4/7/2023 6:26;B03885P;Sbr. Jembatan Sukamulya III;-6.170489;106.85205;4/7/2023 6:53
WUAF756A4I51XO;BW9    ;Monas - Pantai Indah Kapuk                ;B02476P;Monas 2                         ;-6.175999;106.82311;4/7/2023 5:10;B02477P;Monas 3                    ;-6.178787;106.82304;4/7/2023 5:47
XVEO441U1S31KY;JIS3   ;Harmoni - Jakarta International Stadium   ;P00114 ;Kemayoran Landas Pacu Timur     ;-6.152181;106.85424;4/7/2023 6:17;P00161 ;Pecenongan                 ;-6.16771;106.82819;4/7/2023 6:47
LVXO575W8S09BG;5M     ;Kampung Melayu - Tanah Abang via Cikini   ;B02994P;PTUN Jakarta                    ;-6.196388;106.84025;4/7/2023 6:47;B05707P;Term. Kampung Melayu 2     ;-6.224516;106.86685;4/7/2023 7:37
VAZX201H5A82PZ;2      ;Pulo Gadung - Monas                       ;;Rawa Selatan                    ;-6.173925;106.85809;4/7/2023 5:41;P00137 ;Monas                      ;-6.176248;106.82286;4/7/2023 6:18
EVAN193L7F36HN;JAK.15 ;Bulak Turi - Tanjung Priok                ;B02761P;Pertamina Kilang Minyak         ;-6.108789;106.90537;4/7/2023 6:04;B01056P;Jln. Elpa Putih II         ;-6.110053;106.88721;4/7/2023 6:31
WUCF292I3H58GS;R1A    ;Pantai Maju - Kota                        ;B00917P;Jln. BB Utara                   ;-6.120279;106.79409;4/7/2023 6:03;B00242P;Centro Metro Broadway      ;-6.116362;106.76143;4/7/2023 6:26
SASY934N3N93OG;6N     ;Ragunan - Blok M via Kemang               ;B00039P;Ampera Garden                   ;-6.288794;106.81818;4/7/2023 5:42;B00066P;Arsip Nasional RI 1        ;-6.279439;106.81987;4/7/2023 6:04
AYED998K2E64MM;M11    ;;P00102 ;Kampung Sumur                   ;-6.214412;106.91189;4/7/2023 5:05;P00058 ;Flyover Klender            ;-6.213596;106.90306;4/7/2023 5:39
KSZB212P0C10ZJ;JAK.112;Terminal Tanah Merah - Pulo Gadung        ;B01067P;Jln. Gading Mas Barat IV        ;-6.167384;106.91019;4/7/2023 5:29;B04854P;Simpang Jln. Bongo Raya    ;-6.170743;106.91001;4/7/2023 5:55
GDDY841P2Q45MQ;9N     ;Pinang Ranti - Pramuka                    ;P00064 ;Garuda Taman Mini               ;-6.290154;106.88116;4/7/2023 6:28;P00016 ;BKN                        ;-6.257751;106.87;4/7/2023 7:08
HUEH802C5O01ZR;JAK.43B;Tongtek - Tebet Eco Park (TEP) - Cililitan;B03675P;Sbr. Jln. Cikoko Timur I        ;-6.244364;106.85867;4/7/2023 5:34;B05440P;St. Duren Kalibata 4       ;-6.255071;106.85506;4/7/2023 6:02
TGQX193B9Z88PX;JAK.42 ;Kampung Melayu - Pondok Kelapa            ;B03484P;Sbr. Dirjen Anggaran            ;-6.227253;106.898692;4/7/2023 5:25;B03953P;Sbr. Klinik Win Medika     ;-6.22016;106.89843;4/7/2023 6:01
SQFG517T8G31TR;2      ;Pulo Gadung - Monas                       ;P00202 ;Rawa Selatan                    ;-6.173925;106.85809;4/7/2023 6:48;P00161 ;Pecenongan                 ;-6.16771;106.82819;4/7/2023 7:37
BVIU079Z2F15XZ;13     ;Ciledug - Tendean                         ;P00044 ;CSW 1                           ;-6.23994;106.79843;4/7/2023 5:07;P00268 ;Velbak                     ;-6.239433;106.78552;4/7/2023 5:49
ZIDG689U4J19TC;7P     ;Pondok Kelapa - BKN                       ;B02032P;Komplek Dolog Jaya              ;-6.24794;106.91572;4/7/2023 5:13;;Jln. Swakarsa III Pondok Ke;-6.244759;106.94249;4/7/2023 5:58
OJYY482V6O20GH;JAK.02 ;Kampung Melayu - Duren Sawit              ;B02665P;Ps. Pondok Bambu 1              ;-6.238102;106.90243;4/7/2023 6:48;B00636P;Gereja Santa Anna 1        ;-6.233953;106.90998;4/7/2023 7:40
NXCZ790C8U97HE;11     ;Pulo Gebang - Matraman                    ;P00151 ;Pasar Enjo                      ;-6.214881;106.87819;4/7/2023 6:40;P00080 ;Imigrasi Jakarta Timur     ;-6.214632;106.88227;4/7/2023 7:29
GHJL488U0M77LF;JAK.36 ;Cilangkap - Cililitan                     ;B02638P;Ps. Kramat Jati 2               ;-6.269037;106.86664;4/7/2023 6:05;B01428P;Jln. Olahraga 1 Raya Bogor ;-6.267006;106.86595;4/7/2023 6:47
CHEE900Y1S34SP;13B    ;Puri Beta - Pancoran Barat                ;P00106 ;Kebayoran Lama                  ;-6.23834;106.77752;4/7/2023 5:06;P00096 ;JORR                       ;-6.236104;106.75488;4/7/2023 6:01
IOSW832M7X19VE;1Q     ;Rempoa - Blok M                           ;B02540P;One Park Residences             ;-6.245436;106.78844;4/7/2023 6:49;B00959P;Jln. Bungur                ;-6.247708;106.7814;4/7/2023 7:37
PIAG562X2B00LA;JAK.06 ;Kampung Rambutan - Pondok Gede            ;B01301P;Jln. Kramat Lubang Buaya        ;-6.291363;106.90599;4/7/2023 6:43;B02767P;Pertigaan Cedang 1         ;-6.301603;106.9125;4/7/2023 7:40
PBRC918U2V14MG;JAK.14 ;Tanah Abang - Meruya                      ;B01875P;Kec. Kembangan                  ;-6.195068;106.74247;4/7/2023 5:25;B01180P;Jln. Jeruk Manis           ;-6.197439;106.76534;4/7/2023 6:03
WAUT584M8T42VQ;M7     ;Kampung Rambutan - Monas                  ;P00145 ;Pancoran Tugu Arah Barat        ;-6.2433;106.84388;4/7/2023 5:53;P00025 ;Bundaran HI                ;-6.193021;106.823;4/7/2023 6:38
NZTF384I5B83II;JAK.15 ;Bulak Turi - Tanjung Priok                ;B05351P;SMPN 143                        ;-6.108442;106.93549;4/7/2023 5:26;B01325P;Jln. Lorong 22             ;-6.108141;106.89932;4/7/2023 5:59
EAMS497Y2L24RB;T21    ;Palem Semi - Bundaran Senayan             ;B00589P;GBK Pintu 7                     ;-6.222095;106.80861;4/7/2023 6:23;B02556P;Palem Semi 1               ;-6.218812;106.61807;4/7/2023 6:58
JIVM811Q5O00CQ;9D     ;Pasar Minggu - Tanah Abang                ;B00693P;Grand Pasar Minggu              ;-6.290648;106.84236;4/7/2023 6:39;B02647P;Pasar Minggu               ;-6.284413;106.84414;4/7/2023 7:27
JYAV082F9A08YN;1      ;Blok M - Kota                             ;P00104 ;Karet Sudirman                  ;-6.212457;106.82003;4/7/2023 5:50;P00133 ;Masjid Agung               ;-6.236483;106.79845;4/7/2023 6:30
YKQO192E3T88YQ;3A     ;Rusun Pesakih - Kalideres                 ;B02760P;Pertamina Kalideres Daan Mogot  ;-6.15571;106.70927;4/7/2023 5:20;B03286P;Rusun Pesakih              ;-6.161468;106.71698;4/7/2023 6:07
LKRS750M4Y00LD;6N     ;Ragunan - Blok M via Kemang               ;B04209P;Sbr. Plaza Kemang 88            ;-6.270024;106.81553;4/7/2023 6:15;B03197P;RSIA Kemang                ;-6.285839;106.8188;4/7/2023 6:49
ZIZE536M7V56GP;3C     ;Rusun Kapuk Muara - Penjaringan           ;P00170 ;Penjaringan                     ;-6.126306;106.79203;4/7/2023 6:58;B03277P;Rusun Kapuk Muara          ;-6.135667;106.76299;4/7/2023 7:52
JNHE843M7O52SO;M8     ;Lebak Bulus - Pasar Baru                  ;P00245 ;Tanah Kusir Kodim               ;-6.256997;106.78168;4/7/2023 5:33;P00184 ;Pondok Indah 1             ;-6.286761;106.77999;4/7/2023 6:13
COJO867Y9H32VS;B21    ;Bekasi Timur - Cawang                     ;B02263P;Masjid Amar Maruf 2             ;-6.255062;107.02206;4/7/2023 5:13;B05622P;Taman Margahayu 2          ;-6.24846;107.02153;4/7/2023 6:02
MNOY938N4G82GH;12A    ;Pelabuhan Kaliadem - Kota                 ;B05253P;SMAK Penabur Enam 2             ;-6.115644;106.77506;4/7/2023 5:53;B02709P;Pelabuhan Kali Adem        ;-6.104615;106.77094;4/7/2023 6:20
EHBG583Q4M76TO;1T     ;Cibubur - Balai Kota                      ;B02408P;Menara Astra                    ;-6.207361;106.8219;4/7/2023 6:45;B02420P;Menara Thamrin             ;-6.185275;106.82291;4/7/2023 7:26
KQFT514L3F12JY;JAK.71 ;Kampung Rambutan - Pinang Ranti           ;B03360P;SDN Dukuh 01                    ;-6.287794;106.87406;4/7/2023 5:04;B04218P;Sbr. Polsek Makasar        ;-6.29086;106.8844;4/7/2023 5:51
QOSW503H0F62ZP;JAK.77 ;Tanjung Priok - Jembatan Item             ;B06877P;Simpang Jln. Cemara             ;-6.12663;106.85721;4/7/2023 6:00;B06065P;Puskesmas Sunter Agung I   ;-6.132513;106.85557;4/7/2023 6:59
OJLC242K0B22OQ;M3     ;Kalideres - Bundaran HI via Veteran       ;P00237 ;Sumur Bor                       ;-6.153046;106.71929;4/7/2023 5:12;P00009 ;Bank Indonesia Arah Selatan;-6.184784;106.82326;4/7/2023 6:10
REYT411B1J61FR;JAK.44 ;;B04386P;Sbr. Sekolah Islam Al Azhar Jaga;-6.330035;106.82621;4/7/2023 6:21;B06832P;Gg. H. Ali                 ;-6.327369;106.83322;4/7/2023 7:16
NGKV544U8H56RF;14     ;Jakarta International Stadium - Senen     ;B00292P;Danau Agung 1                   ;-6.147281;106.8582;4/7/2023 5:13;B00770P;Honda Letjen Suprapto      ;-6.174933;106.84973;4/7/2023 6:07
SNTF148G7V15QT;JAK.48B;Stasiun Tebet - Kampung Melayu            ;B02272P;Masjid As Sudairi               ;-6.220626;106.8591;4/7/2023 6:27;B01732P;Jatinegara Timur           ;-6.220486;106.86825;4/7/2023 7:09
FGCD587N1I99HZ;8K     ;Batusari - Grogol                         ;B05177P;Simpang Tj. Duren Timur 5       ;-6.180482;106.78375;4/7/2023 6:30;B03637P;Sbr. Jln. Angsana Kemanggis;-6.194813;106.78213;4/7/2023 7:11
PBTB032J3J61OO;JAK.19 ;Pinang Ranti - Kampung Rambutan           ;B00563P;Gg. Suka Damai                  ;-6.295718;106.89906;4/7/2023 5:26;B01297P;Jln. Kramat I Rawabinong   ;-6.298205;106.9054;4/7/2023 6:10
XQQG690X9K48LM;M10    ;PGC 2 - Tanjung Priok                     ;P00287 ;Permai Koja Arah Selatan        ;-6.114359;106.89314;4/7/2023 6:28;P00105 ;Kayu Putih Rawasari        ;-6.187453;106.87542;4/7/2023 7:01
YXFX739C8B75JT;10D    ;Kampung Rambutan - Tanjung Priok          ;P00036 ;Cempaka Putih                   ;-6.174207;106.87642;4/7/2023 6:04;P00182 ;Plumpang Pertamina Arah Uta;-6.12848;106.8937;4/7/2023 6:30
BSTY361T8B91AW;JAK.75 ;Cililitan - Kp. Pulo                      ;B00671P;Graha Dirgantara                ;-6.255702;106.88296;4/7/2023 6:20;;Sbr. Jln. Masjid Al Munir  ;-6.271471;106.87734;4/7/2023 7:10
DHKP373V2N20MU;B11    ;Summarecon Bekasi - BNN                   ;B01728P;Jatibening 1                    ;-6.257161;106.94651;4/7/2023 5:26;B00232P;Cawang Blue Bird           ;-6.248836;106.87801;4/7/2023 6:16
DIRM494H6B53TM;JAK.52 ;Terminal Kalideres - Terminal Muara Angke ;B01829P;Karang Asri                     ;-6.112414;106.77306;4/7/2023 5:31;B05714P;Term. Muara Angke 2        ;-6.109001;106.77349;4/7/2023 5:58
GBLN216Z8M69NQ;JAK.37 ;Cililitan - Condet via Kayu Manis         ;B00908P;Jln. Batu Permata V             ;-6.279588;106.86244;4/7/2023 6:49;B04716P;Simpang Batu Ampar IV Inerb;-6.28148;106.86361;4/7/2023 7:11
TXJX530P8D21UH;11M    ;Rusun Rawa Bebek - Bukit Duri             ;P00169 ;Penggilingan                    ;-6.214132;106.93961;4/7/2023 5:21;P00174 ;Perumnas Klender           ;-6.216689;106.93054;4/7/2023 6:19
FVYZ170R9Y75QC;JAK.43C;Sarana Jaya - Tebet Eco Park (TEP) - Stasi;B06086P;Tebet Eco Park Selatan 3        ;-6.241699;106.85365;4/7/2023 6:09;B06268P;Rusun Harum Tebet          ;-6.235196;106.85195;4/7/2023 6:45
SDFH550L4U48RN;2F     ;Rusun Cakung Barat - Pulo Gadung          ;B06183P;Jln. Anggrek Raya               ;-6.205168;106.9229;4/7/2023 5:41;P00191 ;PTC Pulo Gadung            ;-6.182622;106.91561;4/7/2023 6:27
PZLH298T4N89CA;M11    ;Pulo Gebang - Pulo Gadung 2               ;P00158 ;Pasar Pulo Gadung               ;-6.187434;106.90591;4/7/2023 5:29;P00270 ;Walikota Jakarta Timur     ;-6.21254;106.94537;4/7/2023 6:12
UALH530N2X53NS;3B     ;Rusun Flamboyan - Cengkareng              ;B03206P;RSUD Boulevard Raya             ;-6.13781;106.7304;4/7/2023 5:59;B02195P;Mall Taman Palem 3         ;-6.140548;106.73011;4/7/2023 6:33
QKCW478R3S82TY;8C     ;Kebayoran Lama - Tanah Abang              ;;Jak Lingko Tanah Abang          ;-6.185496;106.81105;4/7/2023 5:11;B01638P;Jln. Taman Jatibaru Timur  ;-6.182778;106.8129;4/7/2023 6:03
TAZW882D1E40SV;M2     ;Pulo Gadung - Monas                       ;P00014 ;Bermis                          ;-6.178203;106.89859;4/7/2023 6:07;P00006 ;Atrium                     ;-6.176251;106.84023;4/7/2023 6:41
GYIJ917X9M20UT;12B    ;Pluit - Senen                             ;B05080P;Simpang Pluit Raya              ;-6.127123;106.80441;4/7/2023 5:56;P00123 ;Landmark Pluit Auto Plaza  ;-6.125258;106.79971;4/7/2023 6:48
DDEB921P4O75LW;5D     ;PGC 1 - Ancol                             ;P00109 ;Matraman Baru                   ;-6.21288;106.86115;4/7/2023 6:14;P00118 ;Kramat Sentiong            ;-6.18798;106.84595;4/7/2023 7:08
UYAT524T0T55LF;JAK.117;Tanjung Priok - Tanah Merdeka             ;B04040P;Sbr. Masjid Ar Rohmah           ;-6.118964;106.89568;4/7/2023 6:41;B04863P;Simpang Jln. Kramat Jaya 1 ;-6.108656;106.91734;4/7/2023 7:38
VNDL121L0N67JC;3H     ;Jelambar - Kota                           ;P00087 ;Jelambar                        ;-6.166548;106.78651;4/7/2023 5:23;P00138 ;Museum Fatahillah          ;-6.13393;106.81209;4/7/2023 6:22
WMQP553X0E20XR;14     ;Jakarta International Stadium - Senen     ;B04647P;Sekolah Penabur Gunung Sahari   ;-6.170053;106.84024;4/7/2023 5:49;B05725P;Term. Senen                ;-6.17356;106.84213;4/7/2023 6:22
KRUD868Y5X97KT;JAK.49 ;Lebak Bulus - Cipulir                     ;B01790P;JPO Timur Pondok Indah 1        ;-6.287054;106.77989;4/7/2023 6:50;B05492P;St. MRT Lebak Bulus        ;-6.289421;106.77436;4/7/2023 7:40
MERM281T7C06FO;7A     ;Kampung Rambutan - Lebak Bulus            ;B00610P;Gelanggang TB Simatupang        ;-6.289097;106.77909;4/7/2023 5:30;B01377P;Jln. Mastrip               ;-6.306793;106.87756;4/7/2023 6:20
YGYP535K4J18EX;JAK.44 ;Andara - Stasiun Universitas Pancasila    ;B01147P;Jln. H. Terin Pangkalan Jati    ;-6.327961;106.80054;4/7/2023 6:43;B01846P;Kav Polri Blok E Jagakarsa ;-6.314309;106.81633;4/7/2023 7:09
GFUT663L0E80QQ;7Q     ;Blok M - PGC                              ;B01509P;Jln. Poncol Jaya 1              ;-6.239706;106.81889;4/7/2023 6:03;B02880P;PLN Pusat                  ;-6.240011;106.80376;4/7/2023 6:38
IQBF013N0K54JE;JAK.20 ;Cawang UKI - Lubang Buaya                 ;B03553P;Sbr. Gg. Pos Komodor            ;-6.265515;106.88332;4/7/2023 6:44;B05751P;TK Angkasa 8               ;-6.285191;106.90125;4/7/2023 7:22
VONU809U9W30GJ;1M     ;Meruya - Blok M                           ;B03697P;Sbr. Jln. Flamboyan Srengseng   ;-6.201447;106.75576;4/7/2023 5:08;B01860P;Kebayoran Baru Velbak 2    ;-6.239272;106.78492;4/7/2023 5:54
KJYO022D7Z41ZV;JAK.118;Taman Waduk Papanggo - Kota Tua           ;B06696P;Jln. Hidup Baru                 ;-6.1398;106.8352;4/7/2023 5:38;B02213P;Mangga Dua Square          ;-6.135311;106.83102;4/7/2023 6:11
YKFJ376Z0M18DZ;JAK.36 ;Cilangkap - Cililitan                     ;B04977P;Simpang Mabes Hankam Raya Ceger ;-6.306299;106.88855;4/7/2023 5:57;B02576P;Panti Sosial Bina Laras    ;-6.31946;106.89013;4/7/2023 6:37
WWQJ116B4R31LJ;5C     ;PGC - Juanda                              ;P00253 ;Tegalan                         ;-6.203101;106.85715;4/7/2023 6:23;P00142 ;Pal Putih                  ;-6.184631;106.84402;4/7/2023 6:52
SGXR174S8X58ZG;JAK.27 ;Pulo Gebang - Rorotan                     ;B02835P;Pintu Air Gempol 1              ;-6.183327;106.95957;4/7/2023 6:28;B00575P;Gg. Umbang Lingkar Timur   ;-6.189303;106.94454;4/7/2023 7:23
ZKZF320V5I93YW;B11    ;Summarecon Bekasi - BNN                   ;B03155P;RS Mitra Keluarga 1             ;-6.240672;106.99317;4/7/2023 6:42;B00232P;Cawang Blue Bird           ;-6.248836;106.87801;4/7/2023 7:17
PKRM024S5K31EG;6Q     ;Dukuh Atas - Casablanca via Epicentrum Ray;B02082P;Casablanca                      ;-6.22425;106.84452;4/7/2023 5:21;B04109P;Sbr. Multivision Tower     ;-6.212375;106.83303;4/7/2023 6:00
WVLQ652I6P45DF;4E     ;Rusun Jatinegara Kaum - Pulo Gadung       ;B02319P;Masjid Jami Al Makmur Klender   ;-6.212322;106.90082;4/7/2023 5:04;B05798P;Transjakarta Pool Klender  ;-6.205191;106.90301;4/7/2023 5:32
NQCS461M7G19IV;JAK.13 ;Tanah Abang - Jembatan Lima               ;B04949P;Simpang Kopi Bandengan Selatan  ;-6.135839;106.80689;4/7/2023 5:32;B02692P;Ps. Tomas                  ;-6.179192;106.81306;4/7/2023 6:30
SSED918Y3L30IR;JIS3   ;Harmoni - Jakarta International Stadium   ;B04789P;Simpang Danau Sunter Utara Barat;-6.139853;106.85663;4/7/2023 5:35;B01745P;Jembatan Item              ;-6.130078;106.85492;4/7/2023 6:17
QSNN764V9G94FX;JAK.84 ;Terminal Kampung Melayu - Kapin Raya      ;B02598P;Ps. Ciplak Cibesel              ;-6.236104;106.88067;4/7/2023 5:52;B05824P;Univ. Borobudur 1          ;-6.24157;106.89641;4/7/2023 6:12
YOQP960Y9E31MR;2H     ;Rusun Jati Rawasari - Senen               ;B04344P;Sbr. SDN Johar Baru 10          ;-6.181178;106.86028;4/7/2023 5:49;B03273P;Rusun Jati Rawasari        ;-6.183517;106.86389;4/7/2023 6:47
SAAS515Q9X02ZQ;JAK.08 ;Roxy - Benhil                             ;B04088P;Sbr. Mess Polwan Esthi Bhakti Wa;-6.206604;106.81005;4/7/2023 6:50;B01925P;Kel. Kb. Kacang            ;-6.190837;106.81501;4/7/2023 7:35
CGKL333T1M10AD;T21    ;Palem Semi - Bundaran Senayan             ;B00808P;Islamic                         ;-6.228521;106.61473;4/7/2023 6:49;B02557P;Palem Semi 2               ;-6.220361;106.61649;4/7/2023 7:44
BGRR748K3L39IL;8E     ;Bintaro - Blok M                          ;B01822P;Kantor Pos Kebayoran Lama       ;-6.249119;106.778;4/7/2023 6:22;P00155 ;Pasar Kebayoran Lama       ;-6.238413;106.78323;4/7/2023 6:56
MVUN625R2J56BB;JAK.23 ;Senen - Pisangan Baru                     ;B06443P;Jln. Pramuka 1                  ;-6.195283;106.860021;4/7/2023 5:36;B06129P;BPPK Jakarta               ;-6.189843;106.85885;4/7/2023 6:26
PWRV407C5R16VM;5C     ;;P00109 ;Matraman Baru                   ;-6.21288;106.86115;4/7/2023 5:28;P00224 ;Slamet Riyadi              ;-6.208533;106.85929;4/7/2023 6:12
MVPM259L5R60ZO;6M     ;Stasiun Manggarai - Blok M                ;P00160 ;Patra Kuningan                  ;-6.232677;106.832087;4/7/2023 5:41;P00065 ;Gatot Subroto Jamsostek Ara;-6.233551;106.82208;4/7/2023 6:25
JXDC339A3I26PT;JAK.07 ;Tanah Abang - Grogol via Tawakal          ;B05884P;Wisma Asia II                   ;-6.189386;106.79791;4/7/2023 6:06;B04952P;Simpang Kota Bambu Utara I ;-6.186126;106.80866;4/7/2023 6:54
NLXW853Z9L59YP;JAK.22 ;Dwikora - Penas Kalimalang                ;B02167P;Mabes Au Dinas Psikologi        ;-6.251267;106.88826;4/7/2023 6:17;B04983P;Simpang Mandala Maphalindo ;-6.249189;106.89108;4/7/2023 6:54
ROWY427S2C65TA;JAK.115;Term. Tj. Priok - Pegangsaan II IGI       ;B01056P;Jln. Elpa Putih II              ;-6.110053;106.88721;4/7/2023 5:15;B05728P;Term. Tj. Priok 1          ;-6.1098;106.88118;4/7/2023 5:47
XFYL567F8R61XP;5D     ;PGC 1 - Ancol                             ;P00031 ;Cawang Otista                   ;-6.243607;106.86876;4/7/2023 5:22;P00070 ;Gelanggang Remaja          ;-6.235445;106.86795;4/7/2023 5:57
ZTYA736F1M10SG;5C     ;PGC - Juanda                              ;P00134 ;Matraman 1                      ;-6.19998;106.85443;4/7/2023 6:35;P00122 ;Kwitang                    ;-6.181051;106.83866;4/7/2023 6:57
OEVR497I4J37ZO;JAK.26 ;Rawamangun - Duren Sawit                  ;B00527P;Gg. Padi Pelita Cipinang        ;-6.211832;106.8877;4/7/2023 6:46;B03600P;Sbr. GOR Pondok Bambu      ;-6.223572;106.90377;4/7/2023 7:17
WEQI623C8K68PF;L13E   ;Puri Beta - Kuningan (Express)            ;;Kuningan Madya                  ;-6.21341;106.8305;4/7/2023 5:56;P00124 ;Latuharhary                ;-6.202761;106.82771;4/7/2023 6:38
XFTD454C6Q72JF;10D    ;Kampung Rambutan - Tanjung Priok          ;P00035 ;Cempaka Mas                     ;-6.165888;106.8792;4/7/2023 6:23;P00105 ;Kayu Putih Rawasari        ;-6.187453;106.87542;4/7/2023 7:14
DZNJ813P7Q69VP;12P    ;St. LRT Pegangsaan Dua - JIS              ;B05858P;Villa Bukit Gading              ;-6.157028;106.89966;4/7/2023 6:39;B03050P;Puskesmas Kelapa Gading    ;-6.157489;106.90703;4/7/2023 7:01
UUBN301B0G64HS;JAK.64 ;Lenteng Agung - Aseli                     ;B04342P;Sbr. SDN Jagakarsa 05           ;-6.337;106.81848;4/7/2023 5:56;B05326P;SMKN 63                    ;-6.351697;106.79855;4/7/2023 6:32
CPDW359D7R77MU;9N     ;Pinang Ranti - Pramuka                    ;P00064 ;Garuda Taman Mini               ;-6.290154;106.88116;4/7/2023 5:44;P00016 ;BKN                        ;-6.257751;106.87;4/7/2023 6:23
EEAA892G4Y79AO;JAK.47 ;Pasar Minggu - Ciganjur via KB Ragunan    ;B04331P;Sbr. SDN Cipedak 05             ;-6.354871;106.80112;4/7/2023 6:04;B05670P;Tanah Baru Cipedak         ;-6.363462;106.80684;4/7/2023 6:29
MCHB058R2D94UE;;;P00218 ;Senayan JCC Arah Timur          ;-6.214145;106.809;4/7/2023 6:07;P00026 ;Bundaran Senayan           ;-6.227869;106.80094;4/7/2023 6:31
GEFH659J4G78WT;B21    ;Bekasi Timur - Cawang                     ;B05560P;Superindo Bulak Kapal 2         ;-6.249488;107.02384;4/7/2023 5:39;B05622P;Taman Margahayu 2          ;-6.24846;107.02153;4/7/2023 6:37
ZMJP543M2N93OI;14     ;Jakarta International Stadium - Senen     ;B01745P;Jembatan Item                   ;-6.130078;106.85492;4/7/2023 6:10;P00095 ;JIS                        ;-6.126689;106.85587;4/7/2023 6:34
FCIB203Z7X47XL;2F     ;Rusun Cakung Barat - Pulo Gadung          ;B03267P;Rusun Cakung Barat Albo         ;-6.16751;106.93243;4/7/2023 5:48;B06150P;Pulo Jaya                  ;-6.194979;106.92242;4/7/2023 6:43
SJEC661M6F07NW;13C    ;Puri Beta - Dukuh Atas                    ;P00136 ;Mayestik                        ;-6.241921;106.79077;4/7/2023 6:33;P00200 ;Rawa Barat                 ;-6.238947;106.81624;4/7/2023 7:00
